craft,ann_return,ann_vol,sharpe,sortino,max_drawdown,calmar,n_days,pnl_blowoff_crack,pnl_blowoff_up,pnl_churn,pnl_trend_down,pnl_trend_up
glider_A_tables,0.021052577504044212,0.10052340589732933,0.2575842037557567,0.351905546064584,-0.24189481680507618,0.08703194959736905,4000,-0.38628244356545566,0.6423668686268712,-0.00855785989413714,0.04384401779374611,0.11963324984659947
glider_B_more_wing,0.03201990487689099,0.20104681179465866,0.2575842037557567,0.351905546064584,-0.4374273919881152,0.07320050244535432,4000,-0.7725648871309113,1.2847337372537424,-0.01711571978827428,0.08768803558749222,0.23926649969319894
